commentaire,dialect,classe
ضحكتي يلا على اساس انك حقاني أوي ده انت اكبر منافق شوفته ف حياتي يامعرض 😑 قال ايه كنت بحترمك😷كتك القرف مطبلاتي,Egypt,hate
لانعلم كيف لا احد يرفع عليك قضية في التحريض ع القتل مانراك الاداعما للعنصريه والقتل والفرقه لابناء مصر .رامي جان تحيه,Egypt,hate
ياباسيييييييم المواد الخام بالهبل لميت برنامج,Egypt,normal
ماذ تتوقعون من أشباه الرجال وماذ تتوقعون من إعلام تلفون العملة,Egypt,hate
امكانياتك تسمح لك بانتاج افلام هابطه وكلها اسفاف يامتخلف,Egypt,hate
طبعا انت عارف ان معظم المكسيك اخوان فمثلا عندك خوان كارلوس وخوان مانويلا وخوان لوبز ومعظمهم كده :),Egypt,normal
بيشتغل عميل يعني ايه بيشتغل ايه ؟؟؟ عميل يا ابني عميل,Egypt,hate
"""#اليوم_السابع | #على_جمعة : قناة #الجزيرة ""نجسة"" وبوق لـ #إسرائيل""",Egypt,hate
ليس جديد على اعلام العار حتى اعتذارهم ان صح لدرء الرماد عن العيون,Egypt,hate
انت معرص. ابن وسخه يابو وحمه سأعرض تشكك في كل شيء الجيش والشرطه والقضاء والطب الشرعي يا خنزير,Egypt,abusive
اذا نطق السفية فلا تجبة لانة سفية وقليل الادب وانت قليل الادب وغير محترم روح اعمل راجل فى بلدكو,Egypt,hate
انتم من اكتر الناس حاربتو وجود اي مظهر سلوكي حقيقي للدين في حياتنا ووصلتو الرقاصات لابواب البرلمان ،،وخليتو الدين فعلا علي ورق,Egypt,hate
خروف,Egypt,hate
<الْحَمْدُ لِلَّهِ الَّذِي أَنزَلَ عَلَى عَبْدِهِ الْكِتَابَ وَلَمْ يَجْعَل لَّهُ عِوَجَا>,Egypt,normal
كلامي لعبيد البيادة تعطون من طرف اللسان حلاوة وتروغون كما يروغ الثعلب ، موتوا بغيضكم,Egypt,hate
لاتنس عندما طالب منى الشاذلي بمعبد بوذي صغنن ومحندق لإخوانه البوذيين,Egypt,normal
"""يعنى انتى مش هتاكلى لحمه هاتقدرى انتم اكلتوا مصر جت ع اللحمه يعنى انه لا يفلح الظالمون""",Egypt,hate
"""لبناء مستقل سياسي حقيقي لمصر بعيدا عن الاخوان والمتلونين والمتحولين والمنتفعين تابع""",Egypt,normal
هو انتا معانا من نفس الكوكب يعني؟ حضرتك متعرفش انه قدم استقالته قبل الفض؟,Egypt,normal
كس امك,Egypt,abusive
"""احب اقول لامناء الشرطة المطالبين بمطالب فئـوية :""ايه؟ حتاكلوا مصر؟ حتاكلوا مصر يعني؟""""",Egypt,normal
وحياة أمك دانت لواشتغلت 200 ساعه فى اليوم متعملش ربع المليارات اللى عندك ياولاد الحرميه متستفذوش الشعب اللى انتو بتسرقوه,Egypt,abusive
"""الصراحه الراجل قال واقع حاصل بس مكانش لازم يفسرها كده فى وشنا هما بيعمولها صحيح والشعب واخد على قفاه بس توصل البجاحه لكده""",Egypt,normal
البلد دى حتفضل وسخة طول ما حنا بنتابع نتاءج حزب الدستور اللى مالوش وجود على ارض الواقع ولا شعبية وبيعينو البرادعى رءيس,Egypt,hate
يالا يابن المرة الوسخة كسمك علي كسم ابوك راجل خوب مخلف عيل متناك,Egypt,abusive
خليها تاكلك يا خروف وكل ما تاكلك أكتر حتتكيف أكتر وأنت عايش في بلاد هيصه حتلاقي اللي يكيفوك كتير هناك,Egypt,hate
ومتى تخلعون الكذب والنفاق عن وجوهكم,Egypt,hate
انتوا محشورين ف منطقة لا محل لها من الإعراب أساساً ... هتستفيد بإيه يعني مين اللي بدأ ولا مين اللي اتقتل يخرب بيت الهطل !,Egypt,hate
وحشتنا اوي ياباسم 😍,Egypt,normal
عيلاء متكيف هناك ونايم على بطنه وسايب شوية خولات يشتموا بداله اقولكم خليها تاكلكم يا علوق مصر مش حترجع لورا يا شوية شواذ,Egypt,abusive
"""الان الاعﻵم المصرى المناضل بدأ ينتقد في السيسي حاجه من الاثنين اما مسرحيه علينا او السبوبه خلصت فبيذكروهم""",Egypt,hate
"""انت فين يا وسخ. ايه اخبار رقم الحظ ٣ معاك. ايه اخبار بنوتك النصابة. عيلة هايله""",Egypt,hate
بلاش غلط انت المفروض الى تعلمنا الاحترام يا كابتن,Egypt,normal
ههههه دي دعاية انتخابية يا جااااااهلة,Egypt,hate
روح انت حررها كلم السيس يحررها يقولون إنه بطل,Egypt,hate
اسمها هتاكلوا ياقفص مش حتاكلوا:)وبعدين انت مالك احنا مصريين مع بعض ركز انت عند اسيادك ونام علي بطنك كويس علشان يدولك جوائز,Egypt,hate
والله بومه,Egypt,hate
ههههههههه هو كتب من مصر ولا من أمريكا بس شوف اهم حاجه انك تتهم الاخوان,Egypt,normal
وانا اجدد البيعة لامك وامه وكسمك علي كسمه,Egypt,abusive
انت بردو اسأل امك علي ابوك الحقيقي يا خلفة العناتيل,Egypt,hate
العيد الجاي ندبحك يا خروف,Egypt,hate
تعليق كتبته على إغلاق قنوات (عصير الكتب) و(الموهوبون في الأرض) و(التلفزيون العربي) على يوتيوب,Egypt,normal
أهو فش غل هعمل إيه يعنى,Egypt,hate
"""تحيا مصر #ام_الدنيا يارب مصر دايماً من نصر لنصر احفظ بلادنا يارب واملاها من خيرك""",Egypt,normal
ابراهيم عيسى انسان زباله ولا يشرف اي احد ان يشجهه، روح شجع مكابي تل ابيب احسنلك يا خول,Egypt,abusive
لاتفكر اني ابحث شيء يسيء الضن في مرسي بلاعكس بس كنت اتجادل مع شخص واعطاني هالمعلومات وحبيت اتاكد,Egypt,normal
كداب و شكلك مقضيها سيمون فيميه,Egypt,hate
تواضروس كاذب ومتامر لعنة الله عليه,Egypt,hate
"""الوثائق السرية لحرب أكتوبر ترى النور أخيرا مقال اليوم مع خالص التحية لأبطال وشهداء العبور""",Egypt,normal
يسقط حكم العسكر,Egypt,hate
تخية عطرة من الادن ،انا من متابعيك ،احتاح منك مساعدة كيف يمكنتي التواصل,Egypt,normal
"""لا دة هو قايل كلمة معظم مخصوص عشان السيسي 😂 و متاكد طبعا ان علاء الاسواني مش موافقني الرأي""",Egypt,normal
"""بسببك :p :p. ما ينفعش يزرع حلم التغيير في الشباب وفي كل المعارك يسيبنا """,Egypt,normal
ﻻ فلسطين أرض العرب والمسجد الاقصي قضيه كل مسلم,Egypt,normal
تحية من قلب عربي فلسطيني إلى قلب عربي مصري..حمدين صباحي كنت أتمنى فوزك بالإنتخابات الرئاسية المصرية و أنت أهل لذلك,Egypt,normal
يمثلك انت يعنى معرصين مثلك,Egypt,abusive
"""كل عام وأنتم بخير وثورتكم مصونة منصورة . محمد مرسي رئيس جمهورية مصر العربية #الرئيس""",Egypt,normal
فعلا لعن الله المنافقين سوري يا يوسف انت اللي قلت,Egypt,hate
"""سلام عليكم@Lamees_Alhadidi أسأل الله تعالى أن يفضحك في الدنيا ويفضحك على رأس الخلائق يوم القيامة""",Egypt,hate
طلعت بتدور علي فرصه تبيع نفسك فيها لحد ما وصلت وبقيت نسخه من سمير رجب وابراهيم نافه وابراهيم سعدة,Egypt,hate
لا اقصد حضرتك واقصد البرادعي…,Egypt,normal
صحيح هوفي ذروة ثورته.ولكن على من يرهبه ويقتل جيشه ممن خرج من عباءة جماعتك الخبيثه التي انت باب خيشها.واستخدموك حتى لقيت مصيرك,Egypt,hate
والله السجن و القمع لأمثال حمدين رحمة للبلد بعد ما أتكشف هو ورفاق النضال ٤سنين شوفنا القرف بسببهم,Egypt,hate
في ايه ياعم ياسر هوانت لازم كل يوم تحرق دمنا على الصبح كده مش كفايه قنوات التعريض بتعتهم اليوم السابع دى ابو التعريض,Egypt,abusive
اخرسي ياقحبة يابن الزنا والعهر والشرمطة,Egypt,abusive
الله يحرقك وياخدك استغفر الله حتى شكلك دعارة,Egypt,abusive
"""انت طلعت من السرداب يا حمتين فيه تعليمات جديده من مخابرات العرص وهنشوف طلعتك البهيه قريبا""",Egypt,abusive
"""عندما يفيق مساطيل الشعب المصري لحظتها سيفيق المصريين من أوهام العرص الأهطل أستبعد أن يفيق المصريين من حالة السٌكر التي هم عليها""",Egypt,abusive
علشان مش عارف يرد يقوم يشتم وبعدين اللي قريته في حسابك لازم تتعالج الحق نفسك,Egypt,hate
هو فى الاساس كان مشروع كل دولة على حدة مش جميع الدول العربية ودة كان واضح جدا للي عندة بعد نظر مش بيبص تحته .,Egypt,normal
علي راي جدتي - البيض الفاسد يتلم علي بعضه,Egypt,normal
